,Year,Month,State,County,Rate
344820,1992,August,California,Siskiyou County,14.2
344821,1992,August,California,Riverside County,13.7
344822,1992,August,California,San Francisco County,7.5
344823,1992,August,California,San Bernardino County,10.1
344824,1992,August,California,Santa Clara County,6.9
344825,1992,August,California,Tulare County,14.9
344826,1992,August,California,Shasta County,11.9
344827,1992,August,California,Santa Barbara County,7.5
344828,1992,August,California,Monterey County,9.0
344829,1992,August,California,Tuolumne County,9.9
344830,1992,August,California,Sutter County,11.2
344831,1992,August,California,Butte County,10.6
344832,1992,August,California,Kern County,14.4
344833,1992,August,California,Napa County,6.9
344834,1992,August,California,Mendocino County,10.4
344835,1992,August,California,Plumas County,8.5
361006,1992,December,California,Humboldt County,10.5
361007,1992,December,California,Sonoma County,7.0
361008,1992,December,California,San Luis Obispo County,8.4
361009,1992,December,California,Glenn County,18.5
361010,1992,December,California,Nevada County,8.5
361011,1992,December,California,Yolo County,9.4
361012,1992,December,California,Sacramento County,8.1
361013,1992,December,California,Fresno County,16.7
361014,1992,December,California,Calaveras County,12.4
361015,1992,December,California,Marin County,5.1
361016,1992,December,California,Lassen County,13.1
361017,1992,December,California,Contra Costa County,6.4
361018,1992,December,California,Yuba County,18.7
361019,1992,December,California,Del Norte County,16.7
361020,1992,December,California,San Mateo County,4.7
361021,1992,December,California,Mono County,7.8
361022,1992,December,California,Merced County,19.1
361023,1992,December,California,Santa Cruz County,12.4
361024,1992,December,California,Ventura County,9.5
361025,1992,December,California,Placer County,8.5
361026,1992,December,California,Inyo County,11.9
361027,1992,December,California,Stanislaus County,16.8
361028,1992,December,California,Orange County,6.7
361029,1992,December,California,Trinity County,19.9
361030,1992,December,California,Alpine County,10.4
361031,1992,December,California,Madera County,18.2
361032,1992,December,California,Imperial County,30.6
361033,1992,December,California,Kings County,17.6
361034,1992,December,California,Mariposa County,11.9
361035,1992,December,California,San Benito County,20.2
361036,1992,December,California,Lake County,13.8
361037,1992,December,California,El Dorado County,9.2
361038,1992,December,California,Solano County,7.8
361039,1992,December,California,Los Angeles County,9.9
361040,1992,December,California,San Diego County,7.2
361041,1992,December,California,Alameda County,6.1
361042,1992,December,California,Colusa County,31.9
361043,1992,December,California,Sierra County,14.1
361044,1992,December,California,Tehama County,13.7
361045,1992,December,California,Modoc County,14.1
361046,1992,December,California,Amador County,9.9
361047,1992,December,California,San Joaquin County,15.4
361048,1992,December,California,Siskiyou County,18.0
361049,1992,December,California,Riverside County,11.4
361050,1992,December,California,San Francisco County,6.3
361051,1992,December,California,San Bernardino County,9.3
361052,1992,December,California,Santa Clara County,6.6
361053,1992,December,California,Tulare County,19.7
361054,1992,December,California,Shasta County,13.6
361055,1992,December,California,Santa Barbara County,8.1
361056,1992,December,California,Monterey County,17.2
361057,1992,December,California,Tuolumne County,12.7
361058,1992,December,California,Sutter County,21.3
361059,1992,December,California,Butte County,12.5
361060,1992,December,California,Kern County,16.9
361061,1992,December,California,Napa County,8.7
361062,1992,December,California,Mendocino County,13.6
361063,1992,December,California,Plumas County,17.2
336759,1992,February,California,Humboldt County,11.4
336760,1992,February,California,Sonoma County,7.6
336761,1992,February,California,San Luis Obispo County,8.1
336762,1992,February,California,Glenn County,22.6
336763,1992,February,California,Nevada County,9.3
336764,1992,February,California,Yolo County,10.0
336765,1992,February,California,Sacramento County,8.6
336766,1992,February,California,Fresno County,18.4
336767,1992,February,California,Calaveras County,13.7
336768,1992,February,California,Marin County,4.9
336769,1992,February,California,Lassen County,15.5
336770,1992,February,California,Contra Costa County,6.4
336771,1992,February,California,Yuba County,19.7
336772,1992,February,California,Del Norte County,17.3
336773,1992,February,California,San Mateo County,4.9
336774,1992,February,California,Mono County,6.9
336775,1992,February,California,Merced County,20.6
336776,1992,February,California,Santa Cruz County,12.7
336777,1992,February,California,Ventura County,8.9
336778,1992,February,California,Placer County,9.2
336779,1992,February,California,Inyo County,12.1
336780,1992,February,California,Stanislaus County,18.0
336781,1992,February,California,Orange County,6.1
336782,1992,February,California,Trinity County,22.9
336783,1992,February,California,Alpine County,7.8
336784,1992,February,California,Madera County,18.2
336785,1992,February,California,Imperial County,22.9
336786,1992,February,California,Kings County,19.6
336787,1992,February,California,Mariposa County,11.6
336788,1992,February,California,San Benito County,21.6
336789,1992,February,California,Lake County,14.5
336790,1992,February,California,El Dorado County,9.2
336791,1992,February,California,Solano County,7.6
336792,1992,February,California,Los Angeles County,9.6
336793,1992,February,California,San Diego County,6.8
336794,1992,February,California,Alameda County,6.4
336795,1992,February,California,Colusa County,32.0
336796,1992,February,California,Sierra County,16.9
336797,1992,February,California,Tehama County,14.5
336798,1992,February,California,Modoc County,16.8
336799,1992,February,California,Amador County,10.8
336800,1992,February,California,San Joaquin County,15.9
336801,1992,February,California,Siskiyou County,19.1
336802,1992,February,California,Riverside County,11.1
336803,1992,February,California,San Francisco County,6.3
336804,1992,February,California,San Bernardino County,9.2
336805,1992,February,California,Santa Clara County,6.9
336806,1992,February,California,Tulare County,20.3
336807,1992,February,California,Shasta County,15.5
336808,1992,February,California,Santa Barbara County,8.3
336809,1992,February,California,Monterey County,18.6
336810,1992,February,California,Tuolumne County,12.8
336811,1992,February,California,Sutter County,24.8
336812,1992,February,California,Butte County,12.9
336813,1992,February,California,Kern County,16.2
336814,1992,February,California,Napa County,7.8
336815,1992,February,California,Mendocino County,14.6
336816,1992,February,California,Plumas County,22.3
350230,1992,January,California,Humboldt County,11.2
350231,1992,January,California,Sonoma County,7.1
350232,1992,January,California,San Luis Obispo County,7.5
350233,1992,January,California,Glenn County,20.4
350234,1992,January,California,Nevada County,8.8
350235,1992,January,California,Yolo County,9.8
350236,1992,January,California,Sacramento County,8.5
350237,1992,January,California,Fresno County,16.7
350238,1992,January,California,Calaveras County,12.9
350239,1992,January,California,Marin County,4.6
350240,1992,January,California,Lassen County,14.5
350241,1992,January,California,Contra Costa County,6.2
350242,1992,January,California,Yuba County,18.4
350243,1992,January,California,Del Norte County,15.5
350244,1992,January,California,San Mateo County,4.7
350245,1992,January,California,Mono County,7.0
350246,1992,January,California,Merced County,19.2
350247,1992,January,California,Santa Cruz County,12.4
350248,1992,January,California,Ventura County,8.9
350249,1992,January,California,Placer County,8.5
350250,1992,January,California,Inyo County,11.8
350251,1992,January,California,Stanislaus County,17.1
350252,1992,January,California,Orange County,5.9
350253,1992,January,California,Trinity County,25.0
350254,1992,January,California,Alpine County,7.4
350255,1992,January,California,Madera County,16.4
350256,1992,January,California,Imperial County,23.4
350257,1992,January,California,Kings County,17.5
350258,1992,January,California,Mariposa County,11.7
350259,1992,January,California,San Benito County,20.5
350260,1992,January,California,Lake County,13.7
350261,1992,January,California,El Dorado County,8.7
350262,1992,January,California,Solano County,7.3
350263,1992,January,California,Los Angeles County,9.5
350264,1992,January,California,San Diego County,6.8
350265,1992,January,California,Alameda County,6.3
350266,1992,January,California,Colusa County,30.8
350267,1992,January,California,Sierra County,17.1
350268,1992,January,California,Tehama County,12.9
350269,1992,January,California,Modoc County,15.6
350270,1992,January,California,Amador County,10.3
350271,1992,January,California,San Joaquin County,15.2
350272,1992,January,California,Siskiyou County,18.6
350273,1992,January,California,Riverside County,10.5
350274,1992,January,California,San Francisco County,6.4
350275,1992,January,California,San Bernardino County,9.0
350276,1992,January,California,Santa Clara County,6.6
350277,1992,January,California,Tulare County,19.0
350278,1992,January,California,Shasta County,14.2
350279,1992,January,California,Santa Barbara County,7.7
350280,1992,January,California,Monterey County,17.8
350281,1992,January,California,Tuolumne County,11.7
350282,1992,January,California,Sutter County,21.6
350283,1992,January,California,Butte County,12.2
350284,1992,January,California,Kern County,15.2
350285,1992,January,California,Napa County,7.1
350286,1992,January,California,Mendocino County,14.4
350287,1992,January,California,Plumas County,20.8
363827,1992,July,California,Humboldt County,9.7
363828,1992,July,California,Sonoma County,7.3
363829,1992,July,California,San Luis Obispo County,7.6
363830,1992,July,California,Glenn County,20.9
363831,1992,July,California,Nevada County,8.4
363832,1992,July,California,Yolo County,7.2
363833,1992,July,California,Sacramento County,8.5
363834,1992,July,California,Fresno County,13.5
363835,1992,July,California,Calaveras County,11.1
363836,1992,July,California,Marin County,5.5
363837,1992,July,California,Lassen County,9.7
363838,1992,July,California,Contra Costa County,7.1
363839,1992,July,California,Yuba County,15.5
363840,1992,July,California,Del Norte County,14.3
363841,1992,July,California,San Mateo County,5.6
363842,1992,July,California,Mono County,11.6
363843,1992,July,California,Merced County,15.4
363844,1992,July,California,Santa Cruz County,8.1
363845,1992,July,California,Ventura County,10.3
363846,1992,July,California,Placer County,8.3
363847,1992,July,California,Inyo County,11.5
363848,1992,July,California,Stanislaus County,14.8
363849,1992,July,California,Orange County,7.2
363850,1992,July,California,Trinity County,13.6
